29585,Christopher M. Bright,Parcel Express Delivery Service,adventure-works\david8,christopher2@adventure-works.com,162-555-0166,01/11/2005,
198,Payton P. Benson,Field Trip Inc,adventure-works\michael9,payton0@adventure-works.com,528-555-0183,01/11/2005,
438,Cory K. Booth,Remarkable Bike Store,adventure-works\linda3,cory0@adventure-works.com,121-555-0157,01/12/2005,
542,Andrew P. Kobylinski,Finer Parts Shop,adventure-works\david8,andrew5@adventure-works.com,129-555-0185,01/12/2005,
29531,Cory K. Booth,Remarkable Bike Store,adventure-works\linda3,cory0@adventure-works.com,121-555-0157,01/12/2005,
29554,Payton P. Benson,Field Trip Inc,adventure-works\michael9,payton0@adventure-works.com,528-555-0183,01/11/2005,
29915,Andrew P. Kobylinski,Finer Parts Shop,adventure-works\david8,andrew5@adventure-works.com,129-555-0185,01/12/2005,
380,Eva Corets,First Department Stores,adventure-works\david8,eva0@adventure-works.com,542-555-0164,01/07/2006,
416,Angela Barbariol,Impromptu Trips,adventure-works\david8,angela1@adventure-works.com,134-555-0182,01/07/2006,
564,Michelle Alexander,Imported and Domestic Cycles,adventure-works\linda3,michelle0@adventure-works.com,115-555-0175,01/05/2007,
578,Carolyn Farino,The Bike Shop,adventure-works\david8,carolyn0@adventure-works.com,957-555-0125,01/07/2005,
669,Patricia Doyle,Racing Bike Outlet,adventure-works\david8,patricia0@adventure-works.com,899-555-0134,01/11/2006,
29505,Michelle Alexander,Imported and Domestic Cycles,adventure-works\linda3,michelle0@adventure-works.com,115-555-0175,01/05/2007,
29683,Eva Corets,First Department Stores,adventure-works\david8,eva0@adventure-works.com,542-555-0164,01/07/2006,
29719,Patricia Doyle,Racing Bike Outlet,adventure-works\david8,patricia0@adventure-works.com,899-555-0134,01/11/2006,
29747,Carolyn Farino,The Bike Shop,adventure-works\david8,carolyn0@adventure-works.com,957-555-0125,01/07/2005,
42,Jeremy Los,Healthy Activity Store,adventure-works\linda3,jeremy0@adventure-works.com,911-555-0165,01/07/2006,
204,Ido Ben-Sachar,Traction Tire Company,adventure-works\linda3,ido0@adventure-works.com,973-555-0112,01/07/2005,
330,Mete Goktepe,The New Bike Store,adventure-works\linda3,mete0@adventure-works.com,637-555-0120,01/12/2005,
456,Michael Galos,Riding Excursions,adventure-works\linda3,michael15@adventure-works.com,912-555-0149,01/01/2006,
510,Jimmy Bischoff,World Bike Discount Store,adventure-works\linda3,jimmy1@adventure-works.com,992-555-0111,01/07/2005,
673,John Hanson,Countryside Company,adventure-works\linda3,john20@adventure-works.com,107-555-0117,01/10/2006,
29565,Jimmy Bischoff,World Bike Discount Store,adventure-works\linda3,jimmy1@adventure-works.com,992-555-0111,01/07/2005,
29768,Michael Galos,Riding Excursions,adventure-works\linda3,michael15@adventure-works.com,912-555-0149,01/01/2006,
29788,Mete Goktepe,The New Bike Store,adventure-works\linda3,mete0@adventure-works.com,637-555-0120,01/12/2005,
29826,John Hanson,Countryside Company,adventure-works\linda3,john20@adventure-works.com,107-555-0117,01/10/2006,
146,Richard Bready,Latest Sports Equipment,adventure-works\david8,richard1@adventure-works.com,340-555-0131,01/07/2005,
290,Scott Culp,Friendly Bike Shop,adventure-works\david8,scott3@adventure-works.com,119-555-0167,01/07/2006,
506,François Ferrier,Great Bikes ,adventure-works\david8,françois1@adventure-works.com,571-555-0128,01/07/2005,
29497,François Ferrier,Great Bikes ,adventure-works\david8,françois1@adventure-works.com,571-555-0128,01/07/2005,
29580,Richard Bready,Latest Sports Equipment,adventure-works\david8,richard1@adventure-works.com,340-555-0131,01/07/2005,
29689,Scott Culp,Friendly Bike Shop,adventure-works\david8,scott3@adventure-works.com,119-555-0167,01/07/2006,
541,Willie P. Brooks,Nonskid Tire Company,adventure-works\pamela0,willie0@adventure-works.com,525-555-0174,01/11/2005,
29588,Willie P. Brooks,Nonskid Tire Company,adventure-works\pamela0,willie0@adventure-works.com,525-555-0174,01/11/2005,
325,Virginia L. Miller,All Cycle Shop,adventure-works\pamela0,virginia0@adventure-works.com,918-555-0127,01/07/2006,
668,Kathy R. Marcovecchio,Official Parts Shop,adventure-works\pamela0,kathy0@adventure-works.com,942-555-0141,01/07/2006,
29981,Kathy R. Marcovecchio,Official Parts Shop,adventure-works\pamela0,kathy0@adventure-works.com,942-555-0141,01/07/2006,
30018,Virginia L. Miller,All Cycle Shop,adventure-works\pamela0,virginia0@adventure-works.com,918-555-0127,01/07/2006,
271,Jared L. Bustamante,Alternative Vehicles,adventure-works\pamela0,jared0@adventure-works.com,164-555-0147,01/11/2005,
29611,Jared L. Bustamante,Alternative Vehicles,adventure-works\pamela0,jared0@adventure-works.com,164-555-0147,01/11/2005,
577,George M. Huckaby,Synthetic Materials Manufacturing,adventure-works\pamela0,george1@adventure-works.com,851-555-0127,01/01/2006,
620,Matthew M. Hunter,Tires and Tubes,adventure-works\pamela0,matthew4@adventure-works.com,482-555-0188,01/07/2005,
29858,George M. Huckaby,Synthetic Materials Manufacturing,adventure-works\pamela0,george1@adventure-works.com,851-555-0127,01/01/2006,
19,John A. Beaver,Center Cycle Shop,adventure-works\pamela0,john8@adventure-works.com,521-555-0195,01/04/2007,
29545,John A. Beaver,Center Cycle Shop,adventure-works\pamela0,john8@adventure-works.com,521-555-0195,01/04/2007,
217,Chris Maxwell,City Manufacturing,adventure-works\pamela0,chris6@adventure-works.com,642-555-0187,01/11/2006,
253,Erik Ismert,Roving Sports,adventure-works\pamela0,erik0@adventure-works.com,116-555-0163,01/07/2006,
397,Sandeep Katyal,Capable Sales and Service,adventure-works\pamela0,sandeep2@adventure-works.com,928-555-0117,01/07/2005,
415,Greg Chapman,Imaginary Toys,adventure-works\pamela0,greg1@adventure-works.com,708-555-0169,01/07/2006,
451,John Emory,Roadway Bike Emporium,adventure-works\pamela0,john16@adventure-works.com,691-555-0149,01/07/2007,
505,Brad Sutton,Honest Repair Service,adventure-works\pamela0,brad0@adventure-works.com,688-555-0115,01/07/2007,
29737,John Emory,Roadway Bike Emporium,adventure-works\pamela0,john16@adventure-works.com,691-555-0149,01/07/2007,
29867,Erik Ismert,Roving Sports,adventure-works\pamela0,erik0@adventure-works.com,116-555-0163,01/07/2006,
29898,Sandeep Katyal,Capable Sales and Service,adventure-works\pamela0,sandeep2@adventure-works.com,928-555-0117,01/07/2005,
29991,Chris Maxwell,City Manufacturing,adventure-works\pamela0,chris6@adventure-works.com,642-555-0187,01/11/2006,
30051,Brad Sutton,Honest Repair Service,adventure-works\pamela0,brad0@adventure-works.com,688-555-0115,01/07/2007,
246,Esther K. Valle,Large Bike Shop,adventure-works\garrett1,esther0@adventure-works.com,481-555-0131,01/07/2006,
480,Susan E. French,General Bike Corporation,adventure-works\garrett1,susan3@adventure-works.com,994-555-0194,01/07/2005,
655,Irene J. Hernandez,Operational Manufacturing,adventure-works\garrett1,irene0@adventure-works.com,790-555-0197,01/06/2008,
679,Brenda F. Heaney,Superb Sales and Repair,adventure-works\garrett1,brenda3@adventure-works.com,393-555-0167,01/07/2005,
29761,Susan E. French,General Bike Corporation,adventure-works\garrett1,susan3@adventure-works.com,994-555-0194,01/07/2005,
29824,Brenda F. Heaney,Superb Sales and Repair,adventure-works\garrett1,brenda3@adventure-works.com,393-555-0167,01/07/2005,
29831,Irene J. Hernandez,Operational Manufacturing,adventure-works\garrett1,irene0@adventure-works.com,790-555-0197,01/06/2008,
30098,Esther K. Valle,Large Bike Shop,adventure-works\garrett1,esther0@adventure-works.com,481-555-0131,01/07/2006,
390,Mike M. Taylor,Plastic Parts Company,adventure-works\garrett1,mike6@adventure-works.com,204-555-0189,01/11/2005,
30058,Mike M. Taylor,Plastic Parts Company,adventure-works\garrett1,mike6@adventure-works.com,204-555-0189,01/11/2005,
516,Thomas R. Michaels,Seats and Saddles Company,adventure-works\garrett1,thomas2@adventure-works.com,162-555-0174,01/11/2006,
534,Stephen A. Mew,Recommended Bicycles,adventure-works\garrett1,stephen4@adventure-works.com,399-555-0114,01/11/2005,
30010,Stephen A. Mew,Recommended Bicycles,adventure-works\garrett1,stephen4@adventure-works.com,399-555-0114,01/11/2005,
30016,Thomas R. Michaels,Seats and Saddles Company,adventure-works\garrett1,thomas2@adventure-works.com,162-555-0174,01/11/2006,
120,Pat Coleman,Machines & Cycles Store,adventure-works\garrett1,pat2@adventure-works.com,292-555-0128,01/07/2007,
462,Bob Gage,General Riding Supplies,adventure-works\garrett1,bob1@adventure-works.com,962-555-0175,01/02/2007,
29671,Pat Coleman,Machines & Cycles Store,adventure-works\garrett1,pat2@adventure-works.com,292-555-0128,01/07/2007,
29766,Bob Gage,General Riding Supplies,adventure-works\garrett1,bob1@adventure-works.com,962-555-0175,01/02/2007,
34,Barbara J. German,Cycles Wholesaler & Mfg.,adventure-works\jae0,barbara4@adventure-works.com,1 (11) 500 555-0181,01/07/2007,
641,Rose M. Vandenouer,Extended Tours,adventure-works\jae0,rose1@adventure-works.com,1 (11) 500 555-0140,01/07/2006,
29776,Barbara J. German,Cycles Wholesaler & Mfg.,adventure-works\jae0,barbara4@adventure-works.com,1 (11) 500 555-0181,01/07/2007,
30104,Rose M. Vandenouer,Extended Tours,adventure-works\jae0,rose1@adventure-works.com,1 (11) 500 555-0140,01/07/2006,
538,John R. Brooks,Prosperous Tours,adventure-works\jae0,john12@adventure-works.com,1 (11) 500 555-0179,01/07/2006,
29587,John R. Brooks,Prosperous Tours,adventure-works\jae0,john12@adventure-works.com,1 (11) 500 555-0179,01/07/2006,
196,Jolie Lenehan,Exhibition Showroom,adventure-works\jae0,jolie0@adventure-works.com,1 (11) 500 555-0126,01/07/2007,
29941,Jolie Lenehan,Exhibition Showroom,adventure-works\jae0,jolie0@adventure-works.com,1 (11) 500 555-0126,01/07/2007,
232,David Jaffe,Exceptional Cycle Services,adventure-works\jae0,david17@adventure-works.com,1 (11) 500 555-0140,01/07/2007,
286,Leo Giakoumakis,Number One Bike Co.,adventure-works\jae0,leo0@adventure-works.com,1 (11) 500 555-0169,01/07/2006,
635,Roger Van Houten,Sports Store,adventure-works\jae0,roger2@adventure-works.com,1 (11) 500 555-0110,01/12/2006,
659,Ajay Manchepalli,Shipping Specialists,adventure-works\jae0,ajay0@adventure-works.com,1 (11) 500 555-0174,01/02/2008,
29778,Leo Giakoumakis,Number One Bike Co.,adventure-works\jae0,leo0@adventure-works.com,1 (11) 500 555-0169,01/07/2006,
29874,David Jaffe,Exceptional Cycle Services,adventure-works\jae0,david17@adventure-works.com,1 (11) 500 555-0140,01/07/2007,
29978,Ajay Manchepalli,Shipping Specialists,adventure-works\jae0,ajay0@adventure-works.com,1 (11) 500 555-0174,01/02/2008,
30102,Roger Van Houten,Sports Store,adventure-works\jae0,roger2@adventure-works.com,1 (11) 500 555-0110,01/12/2006,
245,James L. McCoy,Leather Seat Factory,adventure-works\josé1,james12@adventure-works.com,191-555-0151,01/07/2006,
30000,James L. McCoy,Leather Seat Factory,adventure-works\josé1,james12@adventure-works.com,191-555-0151,01/07/2006,
119,Phyllis A. Thomas,Red Bicycle Company,adventure-works\josé1,phyllis2@adventure-works.com,667-555-0112,01/07/2005,
227,Robin M. McGuigan,"Health Spa, Limited",adventure-works\josé1,robin0@adventure-works.com,431-555-0153,01/07/2005,
442,Jauna E. Elson,Original Bicycle Supply Company,adventure-works\josé1,jauna0@adventure-works.com,185-555-0190,01/07/2005,
496,Marcia J. Sultan,Top Sports Supply,adventure-works\josé1,marcia0@adventure-works.com,613-555-0116,01/07/2006,
532,Diane R. Glimp,The Showroom,adventure-works\josé1,diane3@adventure-works.com,898-555-0137,01/11/2005,
701,Linda R. Ecoffey,Future Bikes,adventure-works\josé1,linda5@adventure-works.com,674-555-0188,01/12/2006,
29730,Linda R. Ecoffey,Future Bikes,adventure-works\josé1,linda5@adventure-works.com,674-555-0188,01/12/2006,
29734,Jauna E. Elson,Original Bicycle Supply Company,adventure-works\josé1,jauna0@adventure-works.com,185-555-0190,01/07/2005,
29785,Diane R. Glimp,The Showroom,adventure-works\josé1,diane3@adventure-works.com,898-555-0137,01/11/2005,
29994,Robin M. McGuigan,"Health Spa, Limited",adventure-works\josé1,robin0@adventure-works.com,431-555-0153,01/07/2005,
30048,Marcia J. Sultan,Top Sports Supply,adventure-works\josé1,marcia0@adventure-works.com,613-555-0116,01/07/2006,
30067,Phyllis A. Thomas,Red Bicycle Company,adventure-works\josé1,phyllis2@adventure-works.com,667-555-0112,01/07/2005,
83,Eric J. Brumfield,Requisite Part Supply,adventure-works\josé1,eric3@adventure-works.com,644-555-0114,01/07/2005,
29596,Eric J. Brumfield,Requisite Part Supply,adventure-works\josé1,eric3@adventure-works.com,644-555-0114,01/07/2005,
526,David L. Givens,Finer Sales and Service,adventure-works\josé1,david15@adventure-works.com,605-555-0111,01/12/2005,
406,Eddie M. Holmes,The Commissary,adventure-works\josé1,eddie0@adventure-works.com,570-555-0199,01/12/2006,
29852,Eddie M. Holmes,The Commissary,adventure-works\josé1,eddie0@adventure-works.com,570-555-0199,01/12/2006,
46,David O Lawrence,Gear-Shift Bikes Limited,adventure-works\josé1,david19@adventure-works.com,653-555-0159,01/12/2006,
82,James D. Kramer,Refined Department Stores,adventure-works\josé1,james10@adventure-works.com,814-555-0130,01/07/2006,
244,Bronson R. Jacobs,Retail Discount Store,adventure-works\josé1,bronson0@adventure-works.com,697-555-0131,01/06/2008,
388,Victor A. Kelley,Road Way Sales and Rental,adventure-works\josé1,victor0@adventure-works.com,112-555-0195,01/12/2006,
425,Stephen Yuan Jiang,Bikes for Kids and Adults,adventure-works\josé1,stephen3@adventure-works.com,910-555-0116,01/07/2006,
29870,Bronson R. Jacobs,Retail Discount Store,adventure-works\josé1,bronson0@adventure-works.com,697-555-0131,01/06/2008,
29879,Stephen Yuan Jiang,Bikes for Kids and Adults,adventure-works\josé1,stephen3@adventure-works.com,910-555-0116,01/07/2006,
29900,Victor A. Kelley,Road Way Sales and Rental,adventure-works\josé1,victor0@adventure-works.com,112-555-0195,01/12/2006,
29934,David O Lawrence,Gear-Shift Bikes Limited,adventure-works\josé1,david19@adventure-works.com,653-555-0159,01/12/2006,
137,Gytis M Barzdukas,Transportation Options,adventure-works\josé1,gytis0@adventure-works.com,257-555-0119,01/11/2005,
29541,Gytis M Barzdukas,Transportation Options,adventure-works\josé1,gytis0@adventure-works.com,257-555-0119,01/11/2005,
299,Thierry D'Hers,Citywide Service and Repair,adventure-works\josé1,thierry1@adventure-works.com,680-555-0192,01/07/2006,
514,Ryan Calafato,Retail Mall,adventure-works\josé1,ryan1@adventure-works.com,726-555-0155,01/07/2005,
515,Dragan Tomic,Rural Bicycle Supply,adventure-works\josé1,dragan1@adventure-works.com,833-555-0167,01/07/2005,
29614,Ryan Calafato,Retail Mall,adventure-works\josé1,ryan1@adventure-works.com,726-555-0155,01/07/2005,
29692,Thierry D'Hers,Citywide Service and Repair,adventure-works\josé1,thierry1@adventure-works.com,680-555-0192,01/07/2006,
508,Martin J. Svoboda,Designer Department Stores,adventure-works\jillian0,martin1@adventure-works.com,132-555-0149,01/07/2005,
4,Janet M. Gates,Modular Cycle Systems,adventure-works\jillian0,janet1@adventure-works.com,710-555-0173,01/07/2006,
129,Connie L. Coffman,Discount Bicycle Specialists,adventure-works\jillian0,connie0@adventure-works.com,426-555-0181,01/11/2005,
166,Stacey M. Cereghino,Fitness Toy Store,adventure-works\jillian0,stacey0@adventure-works.com,351-555-0131,01/07/2005,
184,Marjorie M. Lee,Go-cart and Bike Specialists,adventure-works\jillian0,marjorie0@adventure-works.com,306-555-0166,01/07/2006,
274,Janet J. Gilliat,Active Systems,adventure-works\jillian0,janet2@adventure-works.com,521-555-0183,01/07/2006,
670,Valerie M. Hendricks,First Bike Store,adventure-works\jillian0,valerie0@adventure-works.com,859-555-0140,01/07/2005,
671,Jill K. Markwood,"Contoso, Ltd.",adventure-works\jillian0,jill2@adventure-works.com,747-555-0113,01/07/2005,
29646,Stacey M. Cereghino,Fitness Toy Store,adventure-works\jillian0,stacey0@adventure-works.com,351-555-0131,01/07/2005,
29668,Connie L. Coffman,Discount Bicycle Specialists,adventure-works\jillian0,connie0@adventure-works.com,426-555-0181,01/11/2005,
29772,Janet M. Gates,Modular Cycle Systems,adventure-works\jillian0,janet1@adventure-works.com,710-555-0173,01/07/2006,
29782,Janet J. Gilliat,Active Systems,adventure-works\jillian0,janet2@adventure-works.com,521-555-0183,01/07/2006,
29827,Valerie M. Hendricks,First Bike Store,adventure-works\jillian0,valerie0@adventure-works.com,859-555-0140,01/07/2005,
29937,Marjorie M. Lee,Go-cart and Bike Specialists,adventure-works\jillian0,marjorie0@adventure-works.com,306-555-0166,01/07/2006,
580,Joshua J. Huff,Rural Sales and Service,adventure-works\jillian0,joshua0@adventure-works.com,190-555-0186,01/03/2006,
29859,Joshua J. Huff,Rural Sales and Service,adventure-works\jillian0,joshua0@adventure-works.com,190-555-0186,01/03/2006,
622,Robert B. Stotka,Gift and Toy Store,adventure-works\jillian0,robert12@adventure-works.com,493-555-0185,01/07/2006,
30039,Robert B. Stotka,Gift and Toy Store,adventure-works\jillian0,robert12@adventure-works.com,493-555-0185,01/07/2006,
543,R. Morgan L. Mendoza,Friendly Neighborhood Bikes,adventure-works\jillian0,rmorgan0@adventure-works.com,963-555-0146,01/06/2007,
30008,R. Morgan L. Mendoza,Friendly Neighborhood Bikes,adventure-works\jillian0,rmorgan0@adventure-works.com,963-555-0146,01/06/2007,
111,Scott A. Colvin,Westside Cycle Store,adventure-works\jillian0,scott1@adventure-works.com,119-555-0144,01/12/2005,
292,Michael Greg Blythe,Grease and Oil Products Company,adventure-works\jillian0,michael11@adventure-works.com,126-555-0172,01/07/2005,
561,Marvin N. Allen,Mountain Toy Store,adventure-works\jillian0,marvin0@adventure-works.com,447-555-0110,01/12/2005,
29508,Marvin N. Allen,Mountain Toy Store,adventure-works\jillian0,marvin0@adventure-works.com,447-555-0110,01/12/2005,
29570,Michael Greg Blythe,Grease and Oil Products Company,adventure-works\jillian0,michael11@adventure-works.com,126-555-0172,01/07/2005,
29674,Scott A. Colvin,Westside Cycle Store,adventure-works\jillian0,scott1@adventure-works.com,119-555-0144,01/12/2005,
579,Kim Abercrombie,Riders Company,adventure-works\jillian0,kim2@adventure-works.com,334-555-0137,16/05/2009,
29486,Kim Abercrombie,Riders Company,adventure-works\jillian0,kim2@adventure-works.com,334-555-0137,16/05/2009,
58,Peter Kurniawan,Largest Bike Store,adventure-works\jillian0,peter4@adventure-works.com,436-555-0160,01/11/2005,
94,Scott Konersmann,Specialty Sports Store,adventure-works\jillian0,scott6@adventure-works.com,556-555-0192,01/07/2006,
148,Alan Brewer,Lots of Bikes Storehouse,adventure-works\jillian0,alan1@adventure-works.com,494-555-0134,01/11/2005,
183,Yao-Qiang Cheng,This Area Sporting Goods,adventure-works\jillian0,yao-qiang0@adventure-works.com,344-555-0181,01/07/2006,
219,Brian Johnson,Extras Sporting Goods,adventure-works\jillian0,brian6@adventure-works.com,320-555-0134,01/03/2007,
220,Robert Brown,Best o' Bikes,adventure-works\jillian0,robert5@adventure-works.com,575-555-0189,01/07/2007,
507,Mary Bishop,Global Sporting Goods,adventure-works\jillian0,mary4@adventure-works.com,176-555-0136,01/07/2005,
544,Jay Adams,Valley Bicycle Specialists,adventure-works\jillian0,jay1@adventure-works.com,158-555-0142,16/05/2009,
597,Bob Hodges,All Seasons Sports Supply,adventure-works\jillian0,bob2@adventure-works.com,129-555-0120,01/07/2007,
598,Derik Stenerson,Black Bicycle Company,adventure-works\jillian0,derik0@adventure-works.com,441-555-0144,01/02/2007,
646,Scott MacDonald,Yellow Bicycle Company,adventure-works\jillian0,scott7@adventure-works.com,470-555-0171,01/07/2005,
29492,Jay Adams,Valley Bicycle Specialists,adventure-works\jillian0,jay1@adventure-works.com,158-555-0142,16/05/2009,
29583,Alan Brewer,Lots of Bikes Storehouse,adventure-works\jillian0,alan1@adventure-works.com,494-555-0134,01/11/2005,
29591,Robert Brown,Best o' Bikes,adventure-works\jillian0,robert5@adventure-works.com,575-555-0189,01/07/2007,
29654,Yao-Qiang Cheng,This Area Sporting Goods,adventure-works\jillian0,yao-qiang0@adventure-works.com,344-555-0181,01/07/2006,
29850,Bob Hodges,All Seasons Sports Supply,adventure-works\jillian0,bob2@adventure-works.com,129-555-0120,01/07/2007,
29884,Brian Johnson,Extras Sporting Goods,adventure-works\jillian0,brian6@adventure-works.com,320-555-0134,01/03/2007,
29920,Scott Konersmann,Specialty Sports Store,adventure-works\jillian0,scott6@adventure-works.com,556-555-0192,01/07/2006,
29930,Peter Kurniawan,Largest Bike Store,adventure-works\jillian0,peter4@adventure-works.com,436-555-0160,01/11/2005,
29974,Scott MacDonald,Yellow Bicycle Company,adventure-works\jillian0,scott7@adventure-works.com,470-555-0171,01/07/2005,
30032,Derik Stenerson,Black Bicycle Company,adventure-works\jillian0,derik0@adventure-works.com,441-555-0144,01/02/2007,
565,Richard M. Bentley,Metallic Paint and Overcoat Co,adventure-works\shu0,richard0@adventure-works.com,911-555-0153,01/05/2007,
41,Erin M. Hagens,Distant Inn,adventure-works\shu0,erin1@adventure-works.com,244-555-0127,01/07/2006,
221,Sandra B. Maynard,Bike Dealers Association,adventure-works\shu0,sandra4@adventure-works.com,993-555-0179,01/07/2005,
437,Megan E. Burke,Professional Cycle Store,adventure-works\shu0,megan0@adventure-works.com,148-555-0149,01/07/2006,
491,Frances B. Adams,Area Bike Accessories,adventure-works\shu0,frances0@adventure-works.com,991-555-0183,16/05/2009,
523,Mary M. Gimmi,Futuristic Sport Distributors,adventure-works\shu0,mary6@adventure-works.com,149-555-0196,01/07/2006,
674,Melissa R. Marple,Discount Tours,adventure-works\shu0,melissa0@adventure-works.com,685-555-0117,01/12/2005,
29489,Frances B. Adams,Area Bike Accessories,adventure-works\shu0,frances0@adventure-works.com,991-555-0183,16/05/2009,
29605,Megan E. Burke,Professional Cycle Store,adventure-works\shu0,megan0@adventure-works.com,148-555-0149,01/07/2006,
29783,Mary M. Gimmi,Futuristic Sport Distributors,adventure-works\shu0,mary6@adventure-works.com,149-555-0196,01/07/2006,
29805,Erin M. Hagens,Distant Inn,adventure-works\shu0,erin1@adventure-works.com,244-555-0127,01/07/2006,
29982,Melissa R. Marple,Discount Tours,adventure-works\shu0,melissa0@adventure-works.com,685-555-0117,01/12/2005,
29992,Sandra B. Maynard,Bike Dealers Association,adventure-works\shu0,sandra4@adventure-works.com,993-555-0179,01/07/2005,
511,Abraham L. Swearengin,Wheel Gallery,adventure-works\shu0,abraham0@adventure-works.com,926-555-0136,01/07/2005,
30052,Abraham L. Swearengin,Wheel Gallery,adventure-works\shu0,abraham0@adventure-works.com,926-555-0136,01/07/2005,
7,Dominic P. Gash,Associated Bikes,adventure-works\shu0,dominic0@adventure-works.com,192-555-0173,01/07/2006,
626,Lawrence E. Hurkett,Retail Sporting Goods,adventure-works\shu0,lawrence0@adventure-works.com,129-555-0185,01/10/2006,
29771,Dominic P. Gash,Associated Bikes,adventure-works\shu0,dominic0@adventure-works.com,192-555-0173,01/07/2006,
29862,Lawrence E. Hurkett,Retail Sporting Goods,adventure-works\shu0,lawrence0@adventure-works.com,129-555-0185,01/10/2006,
203,Jean Jordan,Separate Parts Corporation,adventure-works\shu0,jean3@adventure-works.com,207-555-0129,01/07/2005,
29889,Jean Jordan,Separate Parts Corporation,adventure-works\shu0,jean3@adventure-works.com,207-555-0129,01/07/2005,
313,Dylan Miller,Metropolitan Manufacturing,adventure-works\shu0,dylan1@adventure-works.com,140-555-0192,01/11/2005,
